image_id,difficulty,TP,FP,FN,FN_Details
Image__2024-04-16__12-11-23_label0_cls0,30,0,30,0,{}
Image__2023-02-28__13-47-49_label0_cls0,30,0,29,1,{'dirt': 1}
Image__2023-03-02__14-05-01_label0_cls0,30,0,29,1,{'dirt': 1}
Image__2024-01-23__13-07-15_label0_cls0,30,0,30,0,{}
Image__2023-03-15__13-30-17_label2_cls0,30,0,22,8,{'dirt': 8}
Image__2023-03-09__14-48-44_label0_cls0,30,0,30,0,{}
Image__2023-03-01__13-34-31_label1_cls0,30,0,30,0,{}
Image__2023-03-02__14-00-43_label0_cls0,30,0,29,1,{'dirt': 1}
Image__2023-02-27__13-53-00_label1_cls0,30,0,29,1,{'dirt': 1}
Image__2023-03-01__13-15-12_label0_cls0,30,0,30,0,{}
Image__2024-04-11__12-12-10_label0_cls0,30,0,30,0,{}
Image__2023-03-01__13-46-05_label0_cls0,30,0,30,0,{}
Image__2023-03-09__14-28-35_label0_cls0,30,0,30,0,{}
Image__2024-05-16__12-22-26_label0_cls0,30,0,30,0,{}
Image__2023-02-23__14-25-41_label0_cls0,30,0,29,1,{'dirt': 1}
Image__2024-05-23__12-18-16_label0_cls0,30,0,30,0,{}
Image__2023-02-27__13-52-08_label0_cls0,30,0,29,1,{'dirt': 1}
Image__2024-04-11__12-22-47_label0_cls0,30,0,30,0,{}
Image__2024-05-16__12-25-34_label0_cls0,30,0,30,0,{}
Image__2023-03-01__13-18-20_label0_cls0,30,0,30,0,{}
Image__2023-03-14__14-14-28_label0_cls0,30,0,29,1,{'dirt': 1}
Image__2023-03-01__13-30-57_label0_cls0,30,0,30,0,{}
Image__2023-03-02__14-24-21_label2_cls0,29,0,29,0,{}
Image__2024-03-28__13-32-10_label0_cls0,29,0,29,0,{}
Image__2023-12-26__12-58-47_label0_cls0,29,0,29,0,{}
Image__2023-03-02__14-20-55_label0_cls0,29,0,29,0,{}
Image__2023-03-02__13-32-36_label0_cls0,29,0,29,0,{}
Image__2023-12-11__12-30-03_label9_cls0,29,0,29,0,{}
Image__2023-03-08__10-43-33_label0_cls0,29,0,28,1,{'dirt': 1}
Image__2024-01-09__13-20-04_label3_cls0,29,0,29,0,{}
Image__2023-03-15__13-55-46_label2_cls0,29,0,26,3,{'dirt': 3}
Image__2023-03-13__13-13-05_label2_cls0,29,0,27,2,{'dirt': 2}
Image__2023-02-22__13-48-04_label0_cls0,29,0,28,1,{'dirt': 1}
Image__2023-12-11__12-30-03_label8_cls0,29,0,29,0,{}
Image__2023-03-10__13-42-49_label10_cls0,29,0,17,12,{'dirt': 12}
Image__2023-02-22__13-30-49_label2_cls0,29,0,27,2,{'dirt': 2}
Image__2023-12-27__13-07-12_label0_cls0,29,0,29,0,{}
Image__2023-03-10__13-42-49_label0_cls0,29,0,18,11,{'dirt': 11}
Image__2023-03-01__13-17-17_label0_cls0,29,0,29,0,{}
Image__2024-03-18__12-22-50_label0_cls0,29,0,29,0,{}
Image__2023-03-15__14-06-09_label0_cls0,29,0,28,1,{'dirt': 1}
Image__2023-12-11__12-30-03_label12_cls0,29,0,29,0,{}
Image__2023-02-22__14-08-31_label0_cls0,29,0,28,1,{'dirt': 1}
Image__2023-03-14__14-15-23_label0_cls0,28,0,27,1,{'dirt': 1}
Image__2023-03-13__13-20-16_label0_cls0,28,0,27,1,{'dirt': 1}
Image__2024-01-18__13-16-17_label0_cls0,28,0,28,0,{}
Image__2024-04-16__12-24-00_label0_cls0,28,0,28,0,{}
Image__2023-02-27__13-53-25_label1_cls0,28,0,27,1,{'dirt': 1}
Image__2023-02-28__13-56-00_label2_cls0,28,0,27,1,{'dirt': 1}
Image__2023-03-01__14-05-55_label0_cls0,28,0,28,0,{}
Image__2023-03-01__13-47-44_label1_cls0,28,0,28,0,{}
Image__2023-03-09__14-24-34_label0_cls0,28,0,28,0,{}
Image__2023-03-15__14-06-49_label2_cls0,28,0,22,6,{'dirt': 6}
Image__2023-03-08__10-44-17_label0_cls0,28,0,28,0,{}
Image__2023-03-06__13-34-02_label0_cls0,28,0,28,0,{}
Image__2023-03-01__13-34-05_label0_cls0,28,0,28,0,{}
Image__2023-02-22__13-44-17_label1_cls0,28,0,26,2,{'dirt': 2}
Image__2024-04-19__13-21-28_label0_cls0,28,0,28,0,{}
Image__2023-02-28__14-12-15_label0_cls0,28,0,28,0,{}
Image__2023-03-14__14-26-58_label0_cls0,28,0,26,2,{'dirt': 2}
Image__2024-01-23__13-10-43_label6_cls0,28,0,28,0,{}
Image__2023-02-22__14-05-49_label2_cls0,28,0,27,1,{'dirt': 1}
Image__2023-03-13__12-49-13_label2_cls0,28,0,24,4,{'dirt': 4}
Image__2024-03-26__13-29-05_label0_cls0,28,0,28,0,{}
Image__2023-03-14__14-26-58_label1_cls0,28,0,26,2,{'dirt': 2}
Image__2023-12-11__12-30-03_label5_cls0,28,0,28,0,{}
Image__2024-04-10__12-25-51_label0_cls0,28,0,28,0,{}
Image__2023-03-06__13-48-35_label0_cls0,28,0,28,0,{}
Image__2023-03-06__13-24-27_label0_cls0,27,0,27,0,{}
Image__2023-02-23__14-18-32_label0_cls0,27,0,26,1,{'dirt': 1}
Image__2024-02-21__12-28-19_label0_cls0,27,0,27,0,{}
Image__2024-05-17__12-21-43_label0_cls0,27,0,27,0,{}
Image__2023-03-06__13-40-07_label1_cls0,27,0,27,0,{}
Image__2023-03-13__12-51-01_label1_cls0,27,0,24,3,{'dirt': 3}
Image__2023-03-10__13-44-55_label2_cls0,27,0,25,2,{'dirt': 2}
Image__2023-12-16__13-30-23_label2_cls0,27,0,27,0,{}
Image__2023-03-08__10-40-55_label0_cls0,27,0,26,1,{'dirt': 1}
Image__2023-02-22__13-46-38_label0_cls0,27,0,26,1,{'dirt': 1}
Image__2023-03-02__13-28-40_label0_cls0,27,0,27,0,{}
Image__2023-03-13__13-27-27_label0_cls0,27,0,26,1,{'dirt': 1}
Image__2023-12-11__12-30-03_label2_cls0,27,0,27,0,{}
Image__2024-03-23__12-23-29_label0_cls0,27,0,27,0,{}
Image__2023-12-08__12-56-50_label0_cls0,27,0,27,0,{}
Image__2023-03-08__10-31-14_label0_cls0,27,0,27,0,{}
Image__2023-03-02__14-24-48_label0_cls0,27,0,27,0,{}
Image__2023-03-10__12-50-24_label0_cls0,27,0,25,2,{'dirt': 2}
Image__2023-03-02__13-33-31_label0_cls0,27,0,27,0,{}
Image__2023-02-28__14-20-13_label0_cls0,27,0,27,0,{}
Image__2024-01-23__13-10-43_label2_cls0,27,0,27,0,{}
Image__2023-02-28__14-10-43_label0_cls0,27,0,27,0,{}
Image__2023-12-11__12-34-47_label0_cls0,27,0,27,0,{}
Image__2023-02-22__13-33-18_label1_cls0,27,0,26,1,{'dirt': 1}
Image__2023-03-01__13-50-13_label0_cls0,27,0,27,0,{}
Image__2023-03-01__13-40-48_label0_cls0,27,0,27,0,{}
Image__2023-02-28__14-18-04_label0_cls0,27,0,27,0,{}
Image__2023-03-06__13-40-07_label0_cls0,27,0,27,0,{}
Image__2023-02-28__14-08-44_label3_cls0,27,0,27,0,{}
Image__2023-02-27__13-52-35_label0_cls0,27,0,26,1,{'dirt': 1}
Image__2023-02-27__14-27-00_label4_cls0,27,0,22,5,{'dirt': 5}
Image__2023-03-10__13-31-44_label0_cls0,27,0,27,0,{}
Image__2023-12-11__12-30-03_label1_cls0,26,0,26,0,{}
Image__2024-01-22__12-08-42_label0_cls0,26,0,26,0,{}
Image__2023-12-11__12-34-47_label2_cls0,26,0,26,0,{}
Image__2024-01-09__13-13-59_label1_cls0,26,0,26,0,{}
Image__2024-03-19__12-30-19_label0_cls0,26,0,26,0,{}
Image__2023-02-27__14-06-15_label1_cls0,26,0,25,1,{'dirt': 1}
Image__2023-03-14__14-08-39_label1_cls0,26,0,23,3,{'dirt': 3}
Image__2023-02-28__13-56-00_label0_cls0,26,0,25,1,{'dirt': 1}
Image__2023-02-27__13-53-00_label0_cls0,26,0,25,1,{'dirt': 1}
Image__2023-02-07__14-44-19_label0_cls0,26,0,25,1,{'dirt': 1}
Image__2023-02-27__14-10-08_label1_cls0,26,0,25,1,{'dirt': 1}
Image__2023-03-06__13-40-49_label1_cls0,26,0,26,0,{}
Image__2023-02-28__14-25-05_label0_cls0,26,0,26,0,{}
Image__2023-03-10__13-42-49_label2_cls0,26,0,15,11,{'dirt': 11}
Image__2024-04-06__12-38-57_label0_cls0,26,0,26,0,{}
Image__2024-04-10__12-28-53_label0_cls0,26,0,26,0,{}
Image__2023-03-10__13-19-30_label1_cls0,26,0,25,1,{'dirt': 1}
Image__2023-02-23__14-26-07_label0_cls0,26,0,25,1,{'dirt': 1}
Image__2023-02-27__14-27-00_label5_cls0,26,0,21,5,{'dirt': 5}
Image__2023-02-22__13-54-49_label0_cls0,26,0,25,1,{'dirt': 1}
Image__2023-02-23__14-10-04_label1_cls0,26,0,25,1,{'dirt': 1}
Image__2023-02-28__13-56-00_label1_cls0,26,0,25,1,{'dirt': 1}
Image__2023-03-08__10-26-40_label0_cls0,26,0,26,0,{}
Image__2024-04-17__12-13-54_label0_cls0,26,0,26,0,{}
Image__2023-03-02__13-27-41_label1_cls0,26,0,26,0,{}
Image__2023-03-09__14-57-27_label0_cls0,26,0,24,2,{'dirt': 2}
Image__2023-03-15__14-17-24_label0_cls0,26,0,25,1,{'dirt': 1}
Image__2024-05-14__12-10-59_label0_cls0,25,0,25,0,{}
Image__2023-03-02__14-30-48_label1_cls0,25,0,25,0,{}
Image__2023-03-06__13-56-57_label2_cls0,25,0,25,0,{}
Image__2023-02-01__15-25-18_label0_cls0,25,0,24,1,{'dirt': 1}
Image__2023-02-22__13-30-49_label1_cls0,25,0,23,2,{'dirt': 2}
Image__2024-01-09__13-20-04_label2_cls0,25,0,25,0,{}
Image__2023-02-24__10-43-04_label0_cls0,25,0,23,2,{'dirt': 2}
Image__2023-02-22__13-36-02_label2_cls0,25,0,24,1,{'dirt': 1}
Image__2023-02-28__14-07-26_label0_cls0,25,0,25,0,{}
Image__2023-03-13__12-37-21_label1_cls0,25,0,23,2,{'dirt': 2}
Image__2023-03-08__10-00-59_label1_cls0,25,0,23,2,{'dirt': 2}
Image__2023-03-14__14-27-33_label0_cls0,25,0,24,1,{'dirt': 1}
Image__2023-02-27__14-27-00_label2_cls0,25,0,21,4,{'dirt': 4}
Image__2023-03-01__13-51-28_label0_cls0,25,0,25,0,{}
Image__2023-01-30__15-27-33_label0_cls0,25,0,24,1,{'dirt': 1}
Image__2024-04-10__12-23-59_label0_cls0,25,0,25,0,{}
Image__2024-03-19__12-36-30_label0_cls0,25,0,25,0,{}
Image__2023-03-02__13-56-47_label0_cls0,25,0,25,0,{}
Image__2023-03-08__10-26-40_label2_cls0,25,0,25,0,{}
Image__2023-03-06__14-08-45_label0_cls0,25,0,25,0,{}
Image__2023-02-23__14-11-20_label0_cls0,25,0,24,1,{'dirt': 1}
Image__2023-03-08__10-45-47_label0_cls0,25,0,25,0,{}
Image__2023-03-08__10-24-51_label0_cls0,24,0,24,0,{}
Image__2024-04-19__13-13-05_label0_cls0,24,0,24,0,{}
Image__2023-02-27__14-40-20_label0_cls0,24,0,23,1,{'dirt': 1}
Image__2023-02-22__13-36-02_label1_cls0,24,0,23,1,{'dirt': 1}
Image__2023-02-28__14-03-25_label0_cls0,24,0,22,2,{'dirt': 2}
Image__2024-01-30__13-05-19_label0_cls0,24,0,24,0,{}
Image__2023-12-27__13-19-47_label0_cls0,24,0,24,0,{}
Image__2023-05-24__13-01-51_label0_cls0,24,0,23,1,{'dirt': 1}
Image__2023-12-13__12-25-34_label1_cls0,24,0,24,0,{}
Image__2023-12-11__12-35-41_label0_cls0,24,0,24,0,{}
Image__2023-03-15__13-46-41_label0_cls0,24,0,22,2,{'dirt': 2}
Image__2024-01-23__13-10-43_label7_cls0,24,0,24,0,{}
Image__2023-03-15__13-54-31_label0_cls0,24,0,23,1,{'dirt': 1}
Image__2023-03-13__13-24-25_label0_cls0,24,0,23,1,{'dirt': 1}
Image__2023-03-13__13-49-37_label0_cls0,24,0,23,1,{'dirt': 1}
Image__2023-03-13__13-32-13_label0_cls0,24,0,23,1,{'dirt': 1}
Image__2023-03-15__14-18-06_label0_cls0,24,0,23,1,{'dirt': 1}
Image__2023-03-01__13-50-37_label0_cls0,24,0,24,0,{}
Image__2023-03-15__14-01-47_label0_cls0,24,0,23,1,{'dirt': 1}
Image__2023-02-22__13-33-58_label2_cls0,24,0,23,1,{'dirt': 1}
Image__2023-03-02__13-57-10_label0_cls0,24,0,24,0,{}
Image__2023-03-06__13-58-13_label0_cls0,24,0,24,0,{}
Image__2023-03-02__14-24-21_label1_cls0,24,0,24,0,{}
Image__2023-02-28__14-27-58_label1_cls0,24,0,23,1,{'dirt': 1}
Image__2023-02-22__13-59-12_label0_cls0,24,0,23,1,{'dirt': 1}
Image__2023-03-17__13-26-03_label0_cls0,24,0,23,1,{'dirt': 1}
Image__2023-03-10__13-35-25_label0_cls0,23,0,23,0,{}
Image__2023-02-22__13-46-04_label0_cls0,23,0,22,1,{'dirt': 1}
Image__2023-02-28__14-29-17_label0_cls0,23,0,22,1,{'dirt': 1}
Image__2023-02-22__13-36-02_label0_cls0,23,0,22,1,{'dirt': 1}
Image__2023-03-08__10-24-51_label2_cls0,23,0,23,0,{}
Image__2023-03-02__14-16-50_label0_cls0,23,0,23,0,{}
Image__2024-03-14__12-20-42_label0_cls0,23,0,23,0,{}
Image__2024-01-27__12-38-29_label0_cls0,23,0,23,0,{}
Image__2023-03-13__13-13-05_label1_cls0,23,0,21,2,{'dirt': 2}
Image__2023-03-08__10-32-03_label0_cls0,23,0,23,0,{}
Image__2024-03-16__13-54-28_label0_cls0,22,0,22,0,{}
Image__2023-02-23__14-28-27_label0_cls0,22,0,21,1,{'dirt': 1}
Image__2023-03-14__14-08-39_label0_cls0,22,0,19,3,{'dirt': 3}
Image__2024-03-02__13-15-47_label0_cls0,22,0,22,0,{}
Image__2023-03-06__13-16-00_label1_cls0,22,0,22,0,{}
Image__2023-12-11__12-35-41_label1_cls0,22,0,22,0,{}
Image__2023-02-24__10-38-43_label3_cls0,22,0,21,1,{'dirt': 1}
Image__2023-02-24__10-31-22_label0_cls0,22,0,20,2,{'dirt': 2}
Image__2024-01-09__13-18-02_label0_cls0,22,0,22,0,{}
Image__2023-12-27__13-07-12_label1_cls0,22,0,22,0,{}
Image__2023-03-14__14-18-58_label0_cls0,22,0,21,1,{'dirt': 1}
Image__2024-04-06__12-43-26_label0_cls0,22,0,22,0,{}
Image__2024-01-09__13-20-04_label1_cls0,22,0,22,0,{}
Image__2023-03-14__14-01-51_label0_cls0,22,0,21,1,{'dirt': 1}
Image__2024-05-18__13-15-40_label0_cls0,22,0,22,0,{}
Image__2023-02-24__10-40-26_label0_cls0,22,0,21,1,{'dirt': 1}
Image__2023-12-16__13-30-23_label1_cls0,22,0,22,0,{}
Image__2023-03-06__13-56-57_label4_cls0,22,0,22,0,{}
Image__2023-03-17__12-52-35_label0_cls0,22,0,21,1,{'dirt': 1}
Image__2024-01-22__12-05-00_label0_cls0,22,0,22,0,{}
Image__2024-03-14__12-23-44_label0_cls0,22,0,22,0,{}
Image__2024-03-19__12-28-34_label0_cls0,22,0,22,0,{}
Image__2024-01-27__12-36-51_label0_cls0,22,0,22,0,{}
Image__2023-03-13__13-12-05_label0_cls0,22,0,19,3,{'dirt': 3}
Image__2023-03-15__14-25-32_label0_cls0,21,0,20,1,{'dirt': 1}
Image__2023-12-11__12-30-03_label6_cls0,21,0,21,0,{}
Image__2023-02-27__14-24-35_label1_cls0,21,0,20,1,{'dirt': 1}
Image__2023-03-02__14-32-37_label1_cls0,21,0,21,0,{}
Image__2024-02-26__12-40-49_label0_cls0,21,0,21,0,{}
Image__2023-02-23__14-33-16_label2_cls0,21,0,18,3,{'dirt': 3}
Image__2023-02-01__15-23-58_label1_cls0,21,0,20,1,{'dirt': 1}
Image__2024-01-23__13-11-15_label0_cls0,21,0,21,0,{}
Image__2023-12-16__13-40-23_label0_cls0,21,0,21,0,{}
Image__2023-12-26__13-01-30_label0_cls0,21,0,21,0,{}
Image__2023-02-23__14-33-16_label0_cls0,21,0,19,2,{'dirt': 2}
Image__2023-02-27__14-35-10_label0_cls0,21,0,20,1,{'dirt': 1}
Image__2023-03-10__13-27-29_label0_cls0,21,0,21,0,{}
Image__2023-03-02__13-55-49_label0_cls0,21,0,21,0,{}
Image__2023-03-13__13-13-05_label0_cls0,21,0,19,2,{'dirt': 2}
Image__2023-02-24__10-38-43_label2_cls0,21,0,20,1,{'dirt': 1}
Image__2023-03-08__10-23-18_label2_cls0,21,0,21,0,{}
Image__2024-01-29__13-06-40_label0_cls0,21,0,21,0,{}
Image__2024-05-17__12-22-10_label0_cls0,21,0,21,0,{}
Image__2024-01-29__13-06-40_label1_cls0,21,0,21,0,{}
Image__2023-03-08__10-43-57_label3_cls0,21,0,21,0,{}
Image__2023-02-28__14-06-56_label0_cls0,21,0,21,0,{}
Image__2023-02-28__14-10-10_label1_cls0,21,0,21,0,{}
Image__2024-01-23__13-10-43_label3_cls0,21,0,21,0,{}
Image__2023-02-28__14-22-28_label1_cls0,21,0,21,0,{}
Image__2023-12-16__13-38-03_label0_cls0,21,0,21,0,{}
Image__2023-02-27__14-11-17_label2_cls0,21,0,20,1,{'dirt': 1}
Image__2024-04-10__12-21-14_label0_cls0,21,0,21,0,{}
Image__2024-03-14__12-30-30_label0_cls0,21,0,21,0,{}
Image__2024-03-28__13-33-23_label0_cls0,21,0,21,0,{}
Image__2023-03-06__13-56-57_label1_cls0,20,0,20,0,{}
Image__2023-03-09__14-33-13_label0_cls0,20,0,20,0,{}
Image__2024-01-30__13-06-39_label0_cls0,20,0,20,0,{}
Image__2023-03-13__12-51-01_label0_cls0,20,0,17,3,{'dirt': 3}
Image__2024-01-27__12-33-30_label1_cls0,20,0,20,0,{}
Image__2023-03-06__13-52-51_label0_cls0,20,0,20,0,{}
Image__2023-02-27__14-31-40_label0_cls0,20,0,19,1,{'dirt': 1}
Image__2023-03-15__14-13-10_label0_cls0,20,0,19,1,{'dirt': 1}
Image__2023-03-08__10-09-31_label0_cls0,20,0,18,2,{'dirt': 2}
Image__2023-03-15__13-55-46_label1_cls0,20,0,17,3,{'dirt': 3}
Image__2023-12-13__12-24-16_label0_cls0,20,0,20,0,{}
Image__2023-03-10__13-42-49_label3_cls0,20,0,9,11,{'dirt': 11}
Image__2023-03-01__13-54-55_label0_cls0,20,0,20,0,{}
Image__2024-01-23__13-10-43_label5_cls0,20,0,20,0,{}
Image__2023-02-27__14-41-22_label1_cls0,20,0,19,1,{'dirt': 1}
Image__2023-02-23__14-30-23_label0_cls0,20,0,19,1,{'dirt': 1}
Image__2023-12-16__13-30-23_label0_cls0,20,0,20,0,{}
Image__2023-12-11__12-30-03_label11_cls0,20,0,20,0,{}
Image__2023-03-08__10-35-59_label0_cls0,20,0,20,0,{}
Image__2024-04-03__13-32-47_label0_cls0,20,0,20,0,{}
Image__2023-02-27__14-18-33_label0_cls0,20,0,19,1,{'dirt': 1}
Image__2024-01-23__13-10-43_label0_cls0,20,0,20,0,{}
Image__2024-03-19__12-29-09_label0_cls0,20,0,20,0,{}
Image__2023-03-13__13-48-03_label0_cls0,20,0,19,1,{'dirt': 1}
Image__2023-02-23__14-19-56_label0_cls0,20,0,19,1,{'dirt': 1}
Image__2024-04-16__12-19-21_label0_cls0,20,0,20,0,{}
Image__2024-05-16__12-14-12_label0_cls0,20,0,20,0,{}
Image__2023-03-02__14-03-10_label0_cls0,20,0,19,1,{'dirt': 1}
Image__2023-02-27__14-24-35_label0_cls0,20,0,19,1,{'dirt': 1}
Image__2023-12-26__13-01-30_label1_cls0,20,0,20,0,{}
Image__2023-03-02__14-05-30_label0_cls0,20,0,18,2,{'dirt': 2}
Image__2023-12-26__12-52-29_label0_cls0,19,0,19,0,{}
Image__2023-12-27__13-14-11_label0_cls0,19,0,19,0,{}
Image__2023-03-06__14-06-32_label0_cls0,19,0,19,0,{}
Image__2023-03-10__13-49-50_label0_cls0,19,0,15,4,{'dirt': 4}
Image__2023-03-09__14-35-41_label0_cls0,19,0,19,0,{}
Image__2023-02-27__13-49-11_label0_cls0,19,0,18,1,{'dirt': 1}
Image__2023-03-08__10-09-31_label1_cls0,19,0,17,2,{'dirt': 2}
Image__2023-03-15__13-55-46_label3_cls0,19,0,17,2,{'dirt': 2}
Image__2023-02-27__13-44-32_label0_cls0,19,0,18,1,{'dirt': 1}
Image__2023-12-16__13-43-58_label0_cls0,19,0,19,0,{}
Image__2024-01-23__13-10-43_label4_cls0,19,0,19,0,{}
Image__2024-01-30__13-04-56_label0_cls0,19,0,19,0,{}
Image__2024-04-06__12-36-06_label0_cls0,19,0,19,0,{}
Image__2023-02-27__14-08-32_label2_cls0,19,0,18,1,{'dirt': 1}
Image__2023-02-27__13-43-56_label0_cls0,19,0,18,1,{'dirt': 1}
Image__2023-03-06__13-27-29_label2_cls0,19,0,19,0,{}
Image__2023-02-22__13-50-38_label0_cls0,19,0,18,1,{'dirt': 1}
Image__2023-03-14__14-07-02_label0_cls0,19,0,16,3,{'dirt': 3}
Image__2024-04-09__12-20-56_label0_cls0,19,0,19,0,{}
Image__2023-03-10__12-49-43_label0_cls0,19,0,18,1,{'dirt': 1}
Image__2023-03-06__13-56-57_label5_cls0,19,0,19,0,{}
Image__2023-03-01__13-55-47_label0_cls0,19,0,19,0,{}
Image__2023-03-10__13-36-29_label0_cls0,19,0,17,2,{'dirt': 2}
Image__2023-10-30__13-28-27_label0_cls0,19,0,19,0,{}
Image__2023-02-28__13-42-46_label0_cls0,19,0,18,1,{'dirt': 1}
Image__2023-02-27__13-44-32_label2_cls0,19,0,18,1,{'dirt': 1}
Image__2024-04-06__12-32-20_label0_cls0,19,0,19,0,{}
Image__2023-01-30__15-35-24_label1_cls0,19,0,17,2,{'dirt': 2}
Image__2023-03-06__13-51-09_label0_cls0,19,0,19,0,{}
Image__2023-12-16__13-31-57_label0_cls0,19,0,19,0,{}
Image__2023-03-01__13-22-47_label0_cls0,19,0,19,0,{}
Image__2023-03-02__14-30-48_label0_cls0,19,0,19,0,{}
Image__2023-03-15__14-24-49_label2_cls0,19,0,15,4,{'dirt': 4}
Image__2024-04-17__12-20-27_label0_cls0,19,0,19,0,{}
Image__2023-03-10__12-52-56_label0_cls0,19,0,19,0,{}
Image__2023-02-24__10-31-22_label1_cls0,18,0,16,2,{'dirt': 2}
Image__2024-04-18__12-16-38_label0_cls0,18,0,18,0,{}
Image__2023-03-06__13-27-00_label0_cls0,18,0,18,0,{}
Image__2023-12-11__12-35-41_label2_cls0,18,0,18,0,{}
Image__2023-03-10__13-52-24_label1_cls0,18,0,16,2,{'dirt': 2}
Image__2023-02-27__14-20-21_label1_cls0,18,0,17,1,{'dirt': 1}
Image__2023-12-11__12-30-03_label3_cls0,18,0,18,0,{}
Image__2023-03-10__13-15-40_label0_cls0,18,0,18,0,{}
Image__2023-02-24__10-26-13_label0_cls0,18,0,17,1,{'dirt': 1}
Image__2023-03-10__13-17-53_label0_cls0,18,0,16,2,{'dirt': 2}
Image__2024-01-30__13-15-07_label0_cls0,18,0,18,0,{}
Image__2023-02-27__13-57-22_label0_cls0,18,0,17,1,{'dirt': 1}
Image__2023-12-11__12-35-41_label5_cls0,18,0,18,0,{}
Image__2024-01-30__13-05-54_label0_cls0,18,0,18,0,{}
Image__2023-03-06__14-07-41_label0_cls0,18,0,18,0,{}
Image__2023-03-15__13-46-41_label1_cls0,18,0,16,2,{'dirt': 2}
Image__2023-02-24__10-38-03_label0_cls0,18,0,17,1,{'dirt': 1}
Image__2023-03-01__13-56-12_label0_cls0,18,0,18,0,{}
Image__2023-12-11__12-30-03_label7_cls0,18,0,18,0,{}
Image__2023-03-14__13-31-34_label0_cls0,18,0,17,1,{'dirt': 1}
Image__2023-03-06__13-33-34_label0_cls0,18,0,18,0,{}
Image__2024-05-21__12-16-05_label0_cls0,18,0,18,0,{}
Image__2023-03-02__14-33-38_label3_cls0,18,0,18,0,{}
Image__2024-03-23__12-21-59_label0_cls0,18,0,18,0,{}
Image__2023-01-30__15-20-17_label0_cls0,18,0,17,1,{'dirt': 1}
Image__2023-03-10__13-32-57_label0_cls0,18,0,18,0,{}
Image__2023-02-28__14-24-37_label0_cls0,18,0,18,0,{}
Image__2023-02-27__14-20-21_label0_cls0,18,0,17,1,{'dirt': 1}
Image__2023-02-23__14-21-53_label0_cls0,18,0,16,2,{'dirt': 2}
Image__2023-03-08__10-26-40_label7_cls0,18,0,18,0,{}
Image__2023-03-06__13-44-26_label0_cls0,18,0,18,0,{}
Image__2023-03-15__13-37-40_label0_cls0,18,0,17,1,{'dirt': 1}
Image__2023-03-01__13-58-45_label0_cls0,18,0,18,0,{}
Image__2023-02-27__14-36-24_label0_cls0,17,0,15,2,{'dirt': 2}
Image__2024-04-11__12-18-02_label0_cls0,17,0,17,0,{}
Image__2023-03-14__14-06-31_label0_cls0,17,0,16,1,{'dirt': 1}
Image__2023-03-10__13-36-29_label1_cls0,17,0,15,2,{'dirt': 2}
Image__2024-03-23__12-34-29_label0_cls0,17,0,17,0,{}
Image__2023-03-06__13-40-49_label0_cls0,17,0,17,0,{}
Image__2023-03-15__14-11-33_label0_cls0,17,0,15,2,{'dirt': 2}
Image__2023-03-10__13-42-49_label6_cls0,17,0,6,11,{'dirt': 11}
Image__2023-03-10__13-56-38_label1_cls0,17,0,15,2,{'dirt': 2}
Image__2023-12-11__12-30-03_label4_cls0,17,0,17,0,{}
Image__2023-12-13__12-34-17_label1_cls0,17,0,17,0,{}
Image__2023-02-27__14-11-17_label3_cls0,17,0,16,1,{'dirt': 1}
Image__2023-03-15__13-39-06_label0_cls0,17,0,14,3,{'dirt': 3}
Image__2023-03-06__13-31-15_label0_cls0,17,0,17,0,{}
Image__2024-04-11__12-22-00_label0_cls0,17,0,17,0,{}
Image__2023-03-13__12-47-58_label0_cls0,17,0,15,2,{'dirt': 2}
Image__2023-02-22__13-33-58_label1_cls0,17,0,16,1,{'dirt': 1}
Image__2023-03-02__14-18-36_label0_cls0,17,0,17,0,{}
Image__2023-03-10__13-42-49_label5_cls0,17,0,6,11,{'dirt': 11}
Image__2024-01-09__13-10-35_label0_cls0,17,0,17,0,{}
Image__2023-02-27__13-54-16_label1_cls0,17,0,16,1,{'dirt': 1}
Image__2023-02-28__14-05-53_label2_cls0,17,0,17,0,{}
Image__2024-03-14__12-34-20_label0_cls0,17,0,17,0,{}
Image__2024-04-06__12-42-19_label0_cls0,17,0,17,0,{}
Image__2023-12-08__12-53-02_label4_cls0,17,0,17,0,{}
Image__2023-03-13__13-31-38_label0_cls0,17,0,16,1,{'dirt': 1}
Image__2024-01-23__13-10-43_label1_cls0,17,0,17,0,{}
Image__2023-03-01__13-16-32_label2_cls0,17,0,17,0,{}
Image__2023-03-08__10-13-32_label0_cls0,17,0,17,0,{}
Image__2023-03-08__10-41-28_label0_cls0,17,0,16,1,{'dirt': 1}
Image__2023-03-02__14-18-14_label0_cls0,17,0,17,0,{}
Image__2023-03-01__13-56-59_label0_cls0,17,0,17,0,{}
Image__2023-03-14__13-58-53_label0_cls0,16,0,15,1,{'dirt': 1}
Image__2023-03-01__13-55-47_label1_cls0,16,0,16,0,{}
Image__2023-02-22__13-47-06_label0_cls0,16,0,15,1,{'dirt': 1}
Image__2023-02-28__14-08-10_label0_cls0,16,0,16,0,{}
Image__2023-02-27__14-08-32_label1_cls0,16,0,14,2,{'dirt': 2}
Image__2023-03-01__13-48-32_label0_cls0,16,0,16,0,{}
Image__2024-04-03__13-26-00_label0_cls0,16,0,16,0,{}
Image__2024-04-09__12-17-49_label0_cls0,16,0,16,0,{}
